tweet_id,text
1019331769441619968,"RT @unicorntearscos: I want adventure in the great wide somewhere ..... everagestudios .....#cosplay #cosplayer #girlswhocospl…"
1019331860155990016,"RT @warlockmomma: Geekiverse: we think you'll love this lovecraftian horror mystery #podcast if you're not already listening. Warlock Holme…"
1019332183595667458,"#metal #wrench #robot #ps2 #playstation #playstation2 #ps3 #ps4 #playstation4 #playstation3 #gamerforlife #gamer… https://t.co/CH6PJ5aAKT"
1019332601801297920,""Alan faz uma pose legal..."..#foto #estranho #pose #rj #feio #nerd #bosta #para #de #ler #as #hashtags #vlw… https://t.co/j8XzGg9xHS"
1019332720902754304,"Reading of the day. And coffee. Always. #reading #coffee #book #instabook #osromanov #ofimdadinastia #editorarocco… https://t.co/6BYX0jQLVb"
1019332814066642944,"Love •••••••••••#photooftheday #tattoo #pokemon #happy #enjoy #life #nerd #love #amazin @ Santiago Me… https://t.co/ZfWMXQJity"
1019333140660318208,"RT @Moonylovett2014: Reading of the day. And coffee. Always. #reading #coffee #book #instabook #osromanov #ofimdadinastia #editorarocco #r…"
1019333291449749504,"https://t.co/a3xkjx3DWs More comic books please. #nerd #Spiderman #marvel #wolverine @ThatKevinSmith"
1019333640684298253,"Hello welcome to Buffalo circa 2018. We hope you have a wonderful journey. @DrWhoWatch #nerd #drwho https://t.co/tPmokW41j4"
1019333792132206592,"#slycooper #slycooperthievesintime #sly #racoon #theif #cold #quick #toofast #blk  #white #sketch #dailysketch… https://t.co/fYE799qw6F"
1019333852291043329,"#nerd https://t.co/POFER8VfL3"
1019334185214005248,"Reading of the day. And coffee. Always. #reading #coffee #book #instabook #osromanov #ofimdadinastia #editorarocco… https://t.co/0ZjcIFloJ9"
1019334383889678336,"This Snapchat filter doesn’t look good on me If you want to see more join #Patreon now … https://t.co/ChMtawDxt2"
1019334566018940929,"Festival Circo Digital no Rio de Janeiro #nerd #old  https://t.co/vmdQp3NXrc"
1019334574797516800,"#videogames #games #gamer #gaming #funny #lol #lmao #lmfao #humor #lotr #nerd #movies #pun #gamers #gamergirl… https://t.co/8IlEyKtmB1"
1019335449825959936,"RT @FlintlocksDnD: During pre-recording a session this evening we coined a new #Dnd term. Whenever we got a 20 that wasn't natural we calle…"
1019336850509582342,"RT @TheAmyBOfficial: CUTE Nerd Girl or SEXY Nerd Girl ?Choose your favourite and RT more on #Patreon  https://t.co/aATr4keSum …"
1019337064569950208,"Joss whedons aquaman! #aquaman #dceu #dccomics #comicbookmovie #comicbooks #podcast #podfix #nerd #poster #sdcc… https://t.co/F2Un85pCNR"
1019337068130889729,"Sometimes I surprise myself with what I know. Like being able to accurately explain the effect of optical isometr… https://t.co/tTBMOwFVvv"
1019337744722489344,"#ProTip: these two technology #product rating systems are a complete must; not only when developing #software—but a… https://t.co/pg5faUu3hL"
1019337747662696449,"RT @realriapacheco: #ProTip: these two technology #product rating systems are a complete must; not only when developing #software—but also…"
1019338235460415489,"Eu pensei a mesma coisa rsrsrsrs #nerdtatuado #nerdpower #nerd #tatuagem #inked #noticia #novidade https://t.co/kFzdot1FGA"
1019339257301872642,"https://t.co/DrlJDJ8Ht3 #cosplay #kosplay #beautiful #awesome #girls #geek #nerd #sexy cosplay sexy cosplay girls… https://t.co/hDxiiRqxVj"
1019339562961682432,"I could jus’ satin’ haha Gene Simmons might be my biological father hahahaha Now for some tacos on #tacotuesday … https://t.co/H0ufYvTMNQ"
1019340033231384576,"This is how a #shirt looks like in my #Merch #Store with the #Godzilla #design.If you want to support me and my… https://t.co/UXkSqOOsWg"
1019340461553614848,"#jiren #justice #universe #power #nerd #gamer #artist #sketching #dailysketch #sketchbook #ink  #tournamentofpower… https://t.co/ypKj30KKSo"
1019341205782614021,"@shondarhimes One time for all of the  #blackgirlmagic #blerd #nerd  #girlsonfire #hiddenfigures… https://t.co/LQpxB7v010"
1019341327404761096,"korgusa | @jhaudio | @tcelectronic | nerd Part-1 #Nerd #Soundcheck #Fender #Monocreators  #Drstrings… https://t.co/ViI1s8Gsoc"
1019342174197026816,"#frieza #evil #villian #goodguy #neutral #dragonballsuper #anime #manga #nerd #art #empeior #ink #sketch… https://t.co/KF3Qd5Se8d"
1019342335069622273,"Animation Storyboard Artist provides art for OFFICIAL 2018 J1-CON shirts! Thanks @MatthewB64 for such #epic depicti… https://t.co/YgEDEVFGBP"
1019342336197824518,"What’s printing on my new build-plate? Printing on the Ultrabase from anycubicofficial… https://t.co/yJkEFi5dOk"
1019342477235490817," Lightning Deal!LEGO Disney Pixar's The Incredibles - PS4 for $29.9950% off - https://t.co/lvLl4NBXTj… https://t.co/dJbhjKjDMV"
1019342651026542592,"No todo es vacación llevo más de medio día planenando las clases para el próximo semestre. #Nerd"
1019342754629816320,"RT @j1con: Animation Storyboard Artist provides art for OFFICIAL 2018 J1-CON shirts! Thanks @MatthewB64 for such #epic depictions of the @J…"
1019343049514733569,"#goku #dragon #dragonballz #dragonballsuper #dragonball #art #artist #sketching #dailysketch #sketchbook #ink… https://t.co/ai6g1u93B5"
1019343077734010881,"RT @SleekDeals:  Lightning Deal!LEGO Disney Pixar's The Incredibles - PS4 for $29.9950% off - https://t.co/lvLl4NBXTj@DisneyPixar @D…"
1019343092317589506,"RT @SleekDeals:  Lightning Deal!LEGO Disney Pixar's The Incredibles - PS4 for $29.9950% off - https://t.co/lvLl4NBXTj@DisneyPixar @D…"
1019343096784420864,"#Zombie Killa is a sound-effect laden humorous take on #zombies and #nerd culture. Narrated by @DrDemento acolyte… https://t.co/yDR2NxtV59"
1019343156586975232,"RT @SleekDeals:  Lightning Deal!LEGO Disney Pixar's The Incredibles - PS4 for $29.9950% off - https://t.co/lvLl4NBXTj@DisneyPixar @D…"
1019343187985432576,"RT @SleekDeals:  Lightning Deal!LEGO Disney Pixar's The Incredibles - PS4 for $29.9950% off - https://t.co/lvLl4NBXTj@DisneyPixar @D…"
1019343213998542848,"RT @SleekDeals:  Lightning Deal!LEGO Disney Pixar's The Incredibles - PS4 for $29.9950% off - https://t.co/lvLl4NBXTj@DisneyPixar @D…"
1019343263340351488,"RT @SleekDeals:  Lightning Deal!LEGO Disney Pixar's The Incredibles - PS4 for $29.9950% off - https://t.co/lvLl4NBXTj@DisneyPixar @D…"
1019343323671212032,"RT @SleekDeals:  Lightning Deal!LEGO Disney Pixar's The Incredibles - PS4 for $29.9950% off - https://t.co/lvLl4NBXTj@DisneyPixar @D…"
1019343388645253120,"I'm still working on my #DeLorean #vector #graphic for an #animated #alert..This is for a #Retro #80s #style… https://t.co/PMeGlXaCJh"
1019343564323598336,"Lost Planet Reviewhttps://t.co/NKtuB6jx01#lostplanet #review #videogamereview #nerd #nerdproblems… https://t.co/5ThcaygwR8"
1019343751108366336,"After three weeks in the woods away from technology and tomes you would think my brain would be refreshed but qu… https://t.co/p66qWf9q0m"
1019344036094775296,"I just supported The @AntiCruelty Society by shopping @AmazonSmile for my fellow #nerd friend's #birthday.… https://t.co/doa2cFQUZ9"
1019344069158428673,"@wordpressdotcom just notified me that my stats are spiking. Let’s keep it going. This is for all your #nerd… https://t.co/2dCMGGlDzc"
1019344354740260870," Prime Day Special!Echo Spot - Black for $99.99!23% off - https://t.co/qShBiYGFpB#PrimeDay2018 #PrimeDay… https://t.co/BvsnTrKOIM"
1019344413926023169,"RT @SleekDeals:  Prime Day Special!Echo Spot - Black for $99.99!23% off - https://t.co/qShBiYGFpB#PrimeDay2018 #PrimeDay #geek #deal…"
1019344429633687552,"RT @SleekDeals:  Prime Day Special!Echo Spot - Black for $99.99!23% off - https://t.co/qShBiYGFpB#PrimeDay2018 #PrimeDay #geek #deal…"
1019344451486076928,"RT @SleekDeals:  Prime Day Special!Echo Spot - Black for $99.99!23% off - https://t.co/qShBiYGFpB#PrimeDay2018 #PrimeDay #geek #deal…"
1019344458553360384,"RT @SleekDeals:  Prime Day Special!Echo Spot - Black for $99.99!23% off - https://t.co/qShBiYGFpB#PrimeDay2018 #PrimeDay #geek #deal…"
1019344486319689728,"RT @SleekDeals:  Prime Day Special!Echo Spot - Black for $99.99!23% off - https://t.co/qShBiYGFpB#PrimeDay2018 #PrimeDay #geek #deal…"
1019344500236472320,"RT @SleekDeals:  Prime Day Special!Echo Spot - Black for $99.99!23% off - https://t.co/qShBiYGFpB#PrimeDay2018 #PrimeDay #geek #deal…"
1019344546860331008,"RT @SleekDeals:  Prime Day Special!Echo Spot - Black for $99.99!23% off - https://t.co/qShBiYGFpB#PrimeDay2018 #PrimeDay #geek #deal…"
1019344593324736512,"RT @SleekDeals:  Prime Day Special!Echo Spot - Black for $99.99!23% off - https://t.co/qShBiYGFpB#PrimeDay2018 #PrimeDay #geek #deal…"
1019344761617076225,"RT @Time_Cutter: I just supported The @AntiCruelty Society by shopping @AmazonSmile for my fellow #nerd friend's #birthday. #Tabletop games…"
1019345274932813824,"RT @TheAmyBOfficial: This Snapchat filter doesn’t look good on me If you want to see more join #Patreon now  https://t.co/fpWCh4dBzu…"
1019345506210861058,"RT @MrMrmosh: Mmm dónde lo he visto?  esos diseñadores lo vuelven a hacer  jajajaja #Aquaman #DCUniverse #AquamanMovie #DCComics #geek…"
1019345628579627009,"RT @SleekDeals:  Prime Day Special!Echo Spot - Black for $99.99!23% off - https://t.co/qShBiYGFpB#PrimeDay2018 #PrimeDay #geek #deal…"
1019345632518172677,"@ianharty96 @TPUSA Sweet comeback #nerd"
1019346027130675200,"Ohhhh that’s what they meant by narcissism haha Old school shot of when I put my clown ass on a shirt and when I s… https://t.co/qK0LsbkimT"
1019346811021070336,"Poor thing. @codehamster1#jobquestr #programmer #codinglife #coding #programminglife #opensource #python… https://t.co/vOwUeu76Wc"
1019346888942915586,"RT @codehamster1: Poor thing. @codehamster1#jobquestr #programmer #codinglife #coding #programminglife #opensource #python #java #jav…"
1019346918546329610,"https://t.co/VyKSJVAjQ3 #cosplay #kosplay #beautiful #awesome #girls #geek #nerd #sexy cosplay sexy cosplay girls… https://t.co/wbdb831atZ"
1019346934379810816,"Sometimes I like to roll and sometimes I like to bowl. When stoned#readwhenstoned #cannabiscommunity #indica… https://t.co/NDUDGqYBCf"
1019346982345814017,"Excited to be a nerd with notes tomorrow at @BAM_Brooklyn @HDTGM #yesgiorgio #nerd https://t.co/pQr7HXEChl"
1019347178203082752," I just uploaded on #PATREON an EXCLUSIVE preview of my SEXY RABBIT COSPLAY Are you curious? Go and check it… https://t.co/jxSa79LrWp"
1019347877888393219,"RT @SaltOfTheArtStu: Crash Bandicoot sketch for the warm up...make sure to follow @saltoftheartstudios Thanks for the support God bless…"
1019348040161865728,"RT @Readwhenstoned: Sometimes I like to roll and sometimes I like to bowl. When stoned#readwhenstoned #cannabiscommunity #indica #hybrid…"
1019348188434780165,"RT @darth_blender: #nerd #geek #mashup #StarTrek #FantasticFour #TheThing #FANTASTIC4 #edwardscissorhands https://t.co/xVGWPzRac8"
1019349264114298880,"RT @j1con: Animation Storyboard Artist provides art for OFFICIAL 2018 J1-CON shirts! Thanks @MatthewB64 for such #epic depictions of the @J…"
1019350470463250433,"Still working on my #DeLorean #vector #graphic for an #animated #alert..It's for a #Retro #80s #style #overlay. … https://t.co/eUKxMYkU2P"
1019350617024630785,"RT @TheAmyBOfficial:  I just uploaded on #PATREON an EXCLUSIVE preview of my SEXY RABBIT COSPLAY Are you curious? Go and check it out…"
1019350842368028673,"Haha love this from Pokemon Go Fest  #pokemongo #pokemongofest2018 #professorwillow #teammystic #thesimpsons… https://t.co/vnLsdKqISR"
1019351208593625097,"Hotline Miami FINALIZADO!Para entrar num novo estilo vamos de Batman: Arkham Series começando pelo ORIGINS!… https://t.co/SaFE5AgMdX"
1019351460885286912,"RT @mirage42citt: Hotline Miami FINALIZADO!Para entrar num novo estilo vamos de Batman: Arkham Series começando pelo ORIGINS!https://t…"
1019351561590452224,"RT @FlintlocksDnD: During pre-recording a session this evening we coined a new #Dnd term. Whenever we got a 20 that wasn't natural we calle…"
1019352076986576902,"RT @southsales2017: Things Fall Apart Chinua Achebe -&gt; https://t.co/fF9RtwI52g #Bibliophile #BookAddict #Books #GoodReads #Books #bookofthe…"
1019352135660658688,"Review of Metroid Prime for Gamecubehttps://t.co/mypAcoIPCG#metroid #metroidprime #review #gamecube #fps… https://t.co/zvB5q0OFPc"
1019352417937317888,"Brasil vs Aquaman!!! #nerdtatuado #nerdpower #nerd #tatuagem #inked #noticia #novidade https://t.co/lDe8ZZbGXP"
1019352622137004032,"RT @Mit_ra_com:  Only 5days left to take advantage of the 30%Bonus before it expires!Do not miss your opportunity!Check  https://t.co…"
1019352756786728963,"RT @Readwhenstoned: Sometimes I like to roll and sometimes I like to bowl. When stoned#readwhenstoned #cannabiscommunity #indica #hybrid…"
1019352789259116545,"Anime Station especial da @radiogeekbr sobre o Anime Friends com Fabio Naito. Diretamente no canal de YouTube da rá… https://t.co/eT1e2hFCMF"
1019353172408782848,"https://t.co/s4E71leYZZ #cosplay #kosplay #beautiful #awesome #girls #geek #nerd #sexy fantasy cosplay sexy cosp… https://t.co/pn6adWiyrj"
1019353584700444672,"#lol #lmao #meme #memes #marvel #movies #infinitywars #geek #nerd #like #share #follow #tuesday https://t.co/YJ1pCiioup"
1019354126856093696,"RT @dropsdejogos: Anime Station especial da @radiogeekbr sobre o Anime Friends com Fabio Naito. Diretamente no canal de YouTube da rádio #g…"
1019354235010453504,"RT @TheAmyBOfficial:  I just uploaded on #PATREON an EXCLUSIVE preview of my SEXY RABBIT COSPLAY Are you curious? Go and check it out…"
1019354503043342338,"RT @dropsdejogos: Anime Station especial da @radiogeekbr sobre o Anime Friends com Fabio Naito. Diretamente no canal de YouTube da rádio #g…"
1019354653211979778,"When you forget to post about your own stream. #droker #mcoc #twitchaffiliate #twitch #twitchsreamer #nerd… https://t.co/vuqN3qNGx7"
1019354779598901253,"RT @dropsdejogos: Anime Station especial da @radiogeekbr sobre o Anime Friends com Fabio Naito. Diretamente no canal de YouTube da rádio #g…"
1019354992690515968,"RT @dropsdejogos: Anime Station especial da @radiogeekbr sobre o Anime Friends com Fabio Naito. Diretamente no canal de YouTube da rádio #g…"
1019355160034738177,"Seriously haha Even with genetics aside she’s soooo white haha #thejoker #mrj #clowningdirty #clownkingofchaos… https://t.co/O8fMVXN6gA"
1019355988997165057,"RT @TheAmyBOfficial:  I just uploaded on #PATREON an EXCLUSIVE preview of my SEXY RABBIT COSPLAY Are you curious? Go and check it out…"
1019347306477432833,"A 23-year-old dropped out of college to make meatless burgers using fungus — and got $100000 from Peter Thiel cra… https://t.co/xq1P19lwyb"
1019347308562059272,"Bill Gates and a group of investors are backing a $30 million 'venture philanthropy' fund to tackle Alzheimer's… https://t.co/diCRXqlSJp"
1019356461984600065,"Lost Planet - Reviewhttps://t.co/NKtuB6jx01#lostplanet #review #videogamereview #nerd #nerdproblems… https://t.co/hmW4J7OpIk"
1019356464824176640,"RT @AfroNerdTV: I can’t wait for the homie @TheHadnot web series for Static Shock to drop! Here’s a sneak peak of the upcoming series!  #…"
1019356465205796864,"Trying to utilize the #pretty #boy #magic requires some practice and #natural #nerd #talent.  &lt;#"
1019356928504459271,"RT @WeLuvNerdiGirls: When I first saw this I thought it was Peter Pan  Great Link tho ..Cosplayers Instagram: @cheesu_does_stuff..…"
1019357227843575810,"RT @JamieLindon: I went pro haha#thejoker #mrj #clowningdirty #dayswithoutsex #jergens #sponsored #canada #canadian #nerd # https://t.co/…"
1019357360924569605,"Bring ur controllers 4 a nite of hardcore #gaming tournaments food &amp; prizes &amp; in-depth session on the evolution… https://t.co/blKeLvDl7v"
1019357565891690496,"#playoutside #gamerhacks #gamerslife #gamergirl #backinthegame #gaming #gamingconsole #ps4 #nintendo #geek #nerd… https://t.co/nmmVIuP54V"
1019358036253650950,"RT @LadySparkles5: Sir Heimont could #serve Me for #bitcoin#BTC #crypto #cryptokitties #geek #nerd #findom #tribute #SparklesEmpire #keep…"
1019358571740434434,"When the jocks at the summer camp guves you a huge bouncing wedgie in front of the hole camp....and them your undie… https://t.co/DAkGytTTlN"
1019358670809952256,"Just learned I get to see @actordougjones again next month in Vegas!! Can’t wait!! #Trekkie #Nerd https://t.co/PkersqlRtM"
1019358819510611968,"Here's Spyro the Dragon. Recently finished this one up. For booking see my account info. Thanks for looking.… https://t.co/5EA11xgcrf"
1019359574208450560,"Turma da Mônica e Menino Maluquinho vão se encontrar em Crossover unindo Maurício de Souza e Ziraldotudo isso no n… https://t.co/LLTNUhHbi8"
1019359865154756613,"Today is #worldemoji day and this little #nerd #emoji is a #risingtidestp favorite - what is your fave? Drop it in… https://t.co/6yuoe9XoDK"
1019360691227189248,"Metroid Prime: Review https://t.co/mypAcoIPCG#metroid #metroidprime #review #gamecube #fps #videogamereview… https://t.co/fhAey2v9LO"
1019360756960301061,"https://t.co/LboWNI4C1p #cosplay #kosplay #beautiful #awesome #girls #geek #nerd #sexy cosplay steampunk cosplay… https://t.co/4IFc2JVwU2"
1019361261614718988,"RT @tat2sbygeorge: Here's Spyro the Dragon. Recently finished this one up. For booking see my account info. Thanks for looking. #spyrothedr…"
1019361675819081728,"Having a few issues that may cause my to have to go back to the doctor but I'm feeling ok enough for low impact car… https://t.co/ZfSbChcATa"
1019361998654623751,"City Hall from the 1960s Batman show. @wbhollywood#WBStudioTour#WBTourHollywood # DC #geek #nerd #sketch #batman https://t.co/EPSwK87dF7"
1019362218721382403,"#hack #nerd 350 ml Building Blocks Mug https://t.co/puRZVaK0tQ"
1019362373780557827,"RT @TheAmyBOfficial: CUTE Nerd Girl or SEXY Nerd Girl ?Choose your favourite and RT more on #Patreon  https://t.co/aATr4keSum …"
1019362814736195585,"Almost Time!!!! #sdcc #sandiegocomiccon #comics #dccomics #marvel #marvelcomics #comicbooks #tv #movies #geek #art… https://t.co/ONMniEKIU8"
1019363685993549824,"RT @ALinsdau: To my fellow nerds of every walk of life enjoy this song. I just heard it live by Mike Rayburn:  https://t.co/zN1beFAKAC @mi…"
1019364441484398592,"RT @TheAmyBOfficial: CUTE Nerd Girl or SEXY Nerd Girl ?Choose your favourite and RT more on #Patreon  https://t.co/aATr4keSum …"
1019365458674319360,"RT @Rocky_Davies: I Would Walk 500 Miles! My newest nerd tribute. #Pokemon #pokemongo #pikachu #rockydavies #art #artist #vector #nerd http…"
1019365550810714112,"A huuuuuge thank you goes out to @Tabrakadabra once again! She has made some stunning art work for me again! Im alw… https://t.co/pbNjuvJl86"
1019365703785197569,"RT @TheAmyBOfficial: This Snapchat filter doesn’t look good on me If you want to see more join #Patreon now  https://t.co/fpWCh4dBzu…"
1019366191528374272,"Stream is live! #PUBG #AmazonPrimeDay #twitch #CODWWII #runescape #Fortnite #hotcheetos #twitchstreamer #nerd #geek… https://t.co/3GkrgGXk8W"
1019366503077040128,"Deleted Dragon City. Already feel a little empty. #nerd"
1019367046075777024,"https://t.co/castIcvZ2v #cosplay #kosplay #beautiful #awesome #girls #geek #nerd #sexy awesome kosplay cosplay s… https://t.co/af8P72WHS7"
1019367433000357894,"Vontade tenho só falta dinheiro kkkkk#nerdtatuado #nerdpower #nerd #tatuagem #inked #noticia #novidade https://t.co/KffOnnimfY"
1019367774026715136,"Day 0 without sex cuz I’m not a fucking #nerd"
1019367783220428800,"So...I wear glasses now. Ugh. #stupideyes #gettingold #nerd @ Regina Saskatchewan https://t.co/RZC1PVTwd8"
1019367844583264257,"Pantera Negra Shuri ganhará sua própria série de quadrinhos #quadrinhos #orbitageek #geek #nerd #marvel #disney… https://t.co/PLZ0Jc17qq"
1019367845355016194,"RT @j1con: Animation Storyboard Artist provides art for OFFICIAL 2018 J1-CON shirts! Thanks @MatthewB64 for such #epic depictions of the @J…"
1019368254396030976,"RT @FlintlocksDnD: During pre-recording a session this evening we coined a new #Dnd term. Whenever we got a 20 that wasn't natural we calle…"
1019369561429291008,"#retrosTMNTweek will continue tomorrow. For now this nerd is going to get some gaming in! A sincere thank you to y… https://t.co/rrvIAPmogQ"
1019369743533465600,"RT @RETROTOYING: #retrosTMNTweek will continue tomorrow. For now this nerd is going to get some gaming in! A sincere thank you to you all…"
1019369888593399808,"RT @RETROTOYING: Is everyone enjoying #retrosTMNTweek so far?! Please continue to share what TMNT memories and items you have! I personally…"
1019369943433973765,"We're a #Bronx based #nerd #podcast trying to get to 100 #subscribers by Friday! Click the link and hit "subscribe"! https://t.co/aoZJQxHsmW"
1019370153681866753,"RT @2NerdsAndAnActr: We're a #Bronx based #nerd #podcast trying to get to 100 #subscribers by Friday! Click the link and hit "subscribe"! h…"
1019370240398983169,"Writing a #nerd article and word's spell check corrected me when I typed #Daenerys #Targaryen. Not auto correct ac… https://t.co/Qo6AhDwyrK"
1019370898271408128,"RT @2NerdsAndAnActr: We're a #Bronx based #nerd #podcast trying to get to 100 #subscribers by Friday! Click the link and hit "subscribe"! h…"
1019370995885527040,"RT @2NerdsAndAnActr: We're a #Bronx based #nerd #podcast trying to get to 100 #subscribers by Friday! Click the link and hit "subscribe"! h…"
1019371110167728129,"When @danielhowell @AmazingPhil and I are on the same wavelength and we all start singing @BookofMormon… https://t.co/P8C0CVbdhg"
1019372932773175296,"$100k costume. You have to be Bruce Wayne to afford this. @wbhollywood#WBStudioTour#WBTourHollywood # DC #geek… https://t.co/hEv1x0cMkd"
1019373166060326922,"One day I'll get me a party that supports each role no matter what decisions they make #xp #nerd"
1019373244409942016,"  #DnD #dnd5e #games #gaming #gamergirl #nerd #geek #geekgirl #writing #fantasy #scifi #horror #rpg https://t.co/N2HeWlisKy"
1019373393789927425,"RT @Mgellis15:   #DnD #dnd5e #games #gaming #gamergirl #nerd #geek #geekgirl #writing #fantasy #scifi #horror #rpg https://t…"
1019374364800749568,"RT @2NerdsAndAnActr: We're a #Bronx based #nerd #podcast trying to get to 100 #subscribers by Friday! Click the link and hit "subscribe"! h…"
1019374518916321280,"https://t.co/jHq6YnSn5C #cosplay #kosplay #beautiful #awesome #girls #geek #nerd #sexy cosplay sexy cosplay girls… https://t.co/X0fgXUmNUq"
1019374720188407808,"RT @Mgellis15:   #DnD #dnd5e #games #gaming #gamergirl #nerd #geek #geekgirl #writing #fantasy #scifi #horror #rpg https://t…"
1019374739054309376,"Reposting @thegeekery1:Okay! I like me some Loki .....#thegeekery1 #thegeekery #nerdstuff #geekery #nerd… https://t.co/iFioETLSYC"
1019374835443617793,"RT @FlintlocksDnD: During pre-recording a session this evening we coined a new #Dnd term. Whenever we got a 20 that wasn't natural we calle…"
1019375557702705154,"Attendees of #TheWalkingDead: Dead Quarters will have a #Shiva pop vinyl available to them. Just wish I could see t… https://t.co/JBpv1OQLzh"
1019375617979056128,"Messy hair don’t care  #nerd #transguysofinstagram #ftm #messyhair @ Dublin Ireland https://t.co/Sm8EC82rrl"
1019375643207831553,"@Interstellar: Watching #Interstellar again this time from the viewpoint of a #physics #math student rather than f… https://t.co/obuUvTlG9l"
1019375715828019200,"#Encounter It's just a tiny little snake.  What could go wrong?  [re-post for anyone who missed it earlier] #DnD… https://t.co/NDSA3kBRMV"
1019375856014319616,"Mine will be 1:4:9. Perfectly so.  #nerd https://t.co/FLLONbNXjP"
1019376227361148929,"RT @Mgellis15: #Encounter It's just a tiny little snake.  What could go wrong?  [re-post for anyone who missed it earlier] #DnD #dnd5e #gam…"
1019376477970759681,"Day #40 of the #greatest #pokemon #challenge am I the only one who thought delibird was... odd? For a Pokémon?Fol… https://t.co/XtqnpTYcd1"
1019376724247810048,"RT @RETROTOYING: Is everyone enjoying #retrosTMNTweek so far?! Please continue to share what TMNT memories and items you have! I personally…"
1019376894536568832,"RT @SkiNl3Y: Day #40 of the #greatest #pokemon #challenge am I the only one who thought delibird was... odd? For a Pokémon?Follow me for…"
1019377532288884736,"Ya boy finally got an Xbox one and new phones plus a new mug  !!!! lol #xbox #one #s #samsung #note8 #apple #iphone… https://t.co/7ZhHlBBqfz"
1019377605039009793,"RT @SleekDeals:  Prime Day Special!Echo Dot (2nd Gen.) - Smart Speaker w/ Alexa - Black for $29.99!40% off - https://t.co/Q2fPAFrcae…"
1019378122398076931,"Ordered this bad boy on #fridaythe13th it's from part 3 when he first dons the hockey mask so you that was a must.… https://t.co/GFhB3x3idg"
1019378264236687361,"Messy hair don’t care  #nerd #transguysofinstagram #ftm #messyhair @ Dublin Ireland https://t.co/TO4o5bi9AE"
1019378268871376896,"Why is a Jawa Juice not called an Utinni?“Would you like your Utinni shaken or stirred Master Kenobi?”#StarWars #Nerd #Alcohol"
1019378310114050053,"Messy hair don’t care  #nerd #transguysofinstagram #ftm #messyhair @ Dublin Ireland https://t.co/CMiVVz8Re3"
1019378355404238849,"Messy hair don’t care  #nerd #transguysofinstagram #ftm #messyhair @ Dublin Ireland https://t.co/vdzSsR6jKp"
1019378839300894721,"Ready for it. #NoTaylor #ComicCon2018 #SanDiego So much nerd excellence coming over the next few weeks!!! #Hype #Nerd #TuesdayThoughts"
1019378856392830977,"RT @2NerdsAndAnActr: We're a #Bronx based #nerd #podcast trying to get to 100 #subscribers by Friday! Click the link and hit "subscribe"! h…"
1019378929583484928,"Wouldn’t be a complete trip to #mackinaw without at least 1 trip to our all time favorite #nerd store. ...… https://t.co/wTMqKwznJ1"
1019379270592991232,"RT @j1con: Animation Storyboard Artist provides art for OFFICIAL 2018 J1-CON shirts! Thanks @MatthewB64 for such #epic depictions of the @J…"
1019379301928628225,"Me veo muy muy #nerd o solo un poco mucho? Osea come on #superman también utilizaba #gafas para ocultar su identid… https://t.co/uUfCEXqd7A"
1019380582982139905,"RT @RETROTOYING: #retrosTMNTweek will continue tomorrow. For now this nerd is going to get some gaming in! A sincere thank you to you all…"
1019381231266328576,"Last episode of @ArcanaHigh was preeetty intense for Luna...see how she fares tonight  at the Science Fair! 6pm on… https://t.co/mHLH5EtSHm"
1019381420941340672,"guys im running low on fuel.... need your energy for the stretch run ..... #nerd https://t.co/dh7JSF7fQN"
1019381482794692609,"#PhotoOfTheDay #FitFam #UtahFitFam #FitGirls #GirlsWithMuscle #GirlsWhoLift #Motivation #BlackBelt #MartialArtist#G… https://t.co/CosPdcKNwt"
1019382520314462210,"#lol #lmao #meme #memes #funny #ps4 #xbox #geek #nerd #haha #tuesday #like #share #follow https://t.co/IETm5rQl4y"
1019382528615108609,"Dica do filme da noite - Curtindo a Vida Adoidado! Assista e comente! Qual a cena do filme que você se lembra?… https://t.co/pYWg8zki0M"
1019382827362775040,"I just backed the shit out of this and my 15yo self is screaming in high-pitched fangirl from the (distant) past! I… https://t.co/HNSFheBC4z"
1019383299695931392,"When you can’t find the right picture frame..you make it your own! #crafty #nerd #diy #creative  https://t.co/EBmCUcv3s3"
1019383676797255680,"RT @OneYoungsta: TONIGHT @ 8PST!!!Loungin' w/ Hosts @ThatNERDSoul &amp; @LaStarGotNextKenan Thompson's Emmy Nom Big ups @officialkenan Henry…"
1019383896092205056,"RT @OneYoungsta: TONIGHT @ 8PST!!!Loungin' w/ Hosts @ThatNERDSoul &amp; @LaStarGotNextKenan Thompson's Emmy Nom Big ups @officialkenan Henry…"
1019383899573620737,"RT @akila_auset: I just backed the shit out of this and my 15yo self is screaming in high-pitched fangirl from the (distant) past! It's lik…"
1019383971816321024,"Making a few "special editions" for officialpowermorphicon next month :) #geek #nerd #homemade #sandblasted… https://t.co/72nUvdg95f"
1019384000937431041,"RT @OneYoungsta: TONIGHT @ 8PST!!!Loungin' w/ Hosts @ThatNERDSoul &amp; @LaStarGotNextKenan Thompson's Emmy Nom Big ups @officialkenan Henry…"
1019384072802467840,"@disinformatico @Eranum @SirPatStew First thing I had going through my mind when I saw the protective suit was "do… https://t.co/rbb3QssiVS"
1019384693488259072,"I can’t wait for school to star lol #nerd"
1019385079372500993,"Knowing shark week is around the corner is sooo exciting  #nerd #biomajor"
